Steps,Policy/Entropy,Environment/Lesson/lessonID,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Environment/Episode Length,Is Training
64600,-3.6039724,0.0,188.54457,-0.21738422,40.65809392929077,40.65809392929077,0.006054393605154473,49.0,1.0
64700,-3.388978,0.0,200.25607,-0.23658077,46.78339767456055,46.78339767456055,0.004608518211171031,49.0,1.0
64800,-3.427064,0.0,159.95071,-0.2009916,32.81089687347412,32.81089687347412,0.009378072340041399,49.0,1.0
64900,-3.5434637,0.0,213.90485,-0.29610008,80.5393180847168,80.5393180847168,0.003179585561156273,49.0,1.0
65000,-3.3287606,0.0,11.223512,-0.15910153,-35.26800537109375,-35.26800537109375,0.0009163091890513897,49.0,1.0
65100,-3.359334,0.0,59.647625,-0.1662927,-38.9043493270874,-38.9043493270874,0.0006440216093324125,49.0,1.0
65200,-3.5802667,0.0,197.11836,-0.19564682,29.733362197875977,29.733362197875977,0.0025789013016037643,49.0,1.0
65300,-3.3392246,0.0,176.90854,-0.19014241,24.23196792602539,24.23196792602539,0.0015930079971440136,49.0,1.0
65400,-3.7698748,0.0,101.399605,-0.17858285,24.92697525024414,24.92697525024414,0.0075517885852605104,49.0,1.0
65500,-3.511834,0.0,99.49233,-0.18230693,13.387855529785156,13.387855529785156,0.0034086037194356322,49.0,1.0
65600,-4.483716,0.0,108.70605,-0.19256032,25.761234283447266,25.761234283447266,0.010997280944138765,49.0,1.0
65700,-3.3671515,0.0,48.031197,-0.21978652,8.877864837646484,8.877864837646484,0.011912374291568995,49.0,1.0
65800,-3.8146615,0.0,209.25717,-0.23586658,70.53559303283691,70.53559303283691,0.0073637040331959724,49.0,1.0
65900,-4.9063425,0.0,-85.75275,-0.2469252,-57.28524208068848,-57.28524208068848,0.0005334465240594,49.0,1.0
66000,-3.5317535,0.0,139.83948,-0.18795076,25.339332580566406,25.339332580566406,0.029088638722896576,49.0,1.0
66100,-3.0734558,0.0,142.2358,-0.19418854,26.022262573242188,26.022262573242188,0.004338250611908734,49.0,1.0
66200,-3.2898464,0.0,212.54706,-0.24899906,65.48845863342285,65.48845863342285,0.006489274557679892,49.0,1.0
66300,-3.7382128,0.0,177.05994,-0.21893913,34.14717960357666,34.14717960357666,0.003972377860918641,49.0,1.0
66400,-3.1963644,0.0,31.342443,-0.15929973,-52.41897773742676,-52.41897773742676,0.22468759305775166,49.0,1.0
66500,-3.4773114,0.0,110.61156,-0.18842717,9.667896270751953,9.667896270751953,0.0023901116801425815,49.0,1.0
66600,-3.3519034,0.0,185.17606,-0.32329905,11.708796501159668,11.708796501159668,0.001224361898493953,49.0,1.0
66700,-3.1389396,0.0,214.90614,-0.30465394,61.778573989868164,61.778573989868164,0.00988896656781435,49.0,1.0
66800,-3.1201332,0.0,128.0466,-0.18561187,-14.08452570438385,-14.08452570438385,0.0011604434112086892,49.0,1.0
66900,-3.0339322,0.0,218.12183,-0.27083793,92.7913589477539,92.7913589477539,0.0011958592804148793,49.0,1.0
67000,-3.1865847,0.0,216.03917,-0.24380198,74.15514755249023,74.15514755249023,0.0015925824409350753,49.0,1.0
67100,-3.4526205,0.0,73.759575,-0.14879389,-22.408955574035645,-22.408955574035645,0.005955210595857352,49.0,1.0
67200,-3.9390473,0.0,170.11087,-0.21845792,40.096638679504395,40.096638679504395,0.0011555950914043933,49.0,1.0
67300,-3.436923,0.0,-60.63233,-0.20471998,-59.084367752075195,-59.084367752075195,0.0013797781430184841,49.0,1.0
67400,-3.785871,0.0,88.57151,-0.20441017,-2.015483856201172,-2.015483856201172,0.0012213432346470654,49.0,1.0
67500,-3.1053362,0.0,124.24048,-0.23924844,33.96879959106445,33.96879959106445,0.0007070138526614755,49.0,1.0
