Steps,Policy/Entropy,Environment/Lesson/lessonID,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
17200,-0.4554509,1.0,14.0,219.41988,-35.649128,210.40306091308594,210.40306091308594,0.0,1.0
17300,-0.470673,1.0,14.0,-400.97403,-33.0728,-660.7130737304688,-660.7130737304688,0.0,1.0
17400,-0.3146136,1.0,14.0,-66.1641,-32.8571,-109.99698893229167,-109.99698893229167,0.0,1.0
17500,-0.5129381,1.0,14.0,-174.92148,-33.669544,-368.9707990373884,-368.9707990373884,0.0,1.0
17600,-0.34538198,1.0,14.0,128.30157,-35.86532,48.90578242710659,48.90578242710659,0.0,1.0
17700,-0.34170452,1.0,14.0,263.4365,-36.700413,287.9467366536458,287.9467366536458,0.0,1.0
17800,-0.39250973,1.0,14.0,-4.197553,-34.592274,-91.92946188790458,-91.92946188790458,0.0,1.0
17900,-0.409897,1.0,14.0,-123.61466,-33.726074,-263.7046225411551,-263.7046225411551,0.0,1.0
18000,-0.3905692,1.0,14.0,157.77362,-35.31469,114.70369466145833,114.70369466145833,0.0,1.0
18100,-0.39446956,1.0,14.0,-93.85132,-34.2175,-257.7574343000139,-257.7574343000139,0.0,1.0
18200,-0.3690341,1.0,14.0,-204.51585,-33.967762,-378.4487917763846,-378.4487917763846,0.17939652715410506,1.0
18300,-0.32985637,1.0,14.0,1.6349589,-32.772892,-35.31926981608073,-35.31926981608073,0.9056283831596375,1.0
18400,-0.4458514,1.0,14.0,61.747276,-33.680485,54.936288016183035,54.936288016183035,0.7905666892017637,1.0
18500,-0.33609667,1.0,14.0,35.735294,-34.20922,-163.87298583984375,-163.87298583984375,0.816346349460738,1.0
18600,-0.5878232,1.0,14.0,187.6353,-34.18739,160.7676264444987,160.7676264444987,1.1496435503164928,1.0
18700,-0.6223707,1.0,14.0,17.849216,-31.7282,-101.57794216700962,-101.57794216700962,0.5766519350664956,1.0
18800,-0.6005668,1.0,14.0,-127.41455,-31.691576,-286.5259116036551,-286.5259116036551,0.5320760692868914,1.0
18900,-0.6340568,1.0,14.0,47.740673,-31.20175,-38.596763610839844,-38.596763610839844,0.9232411136229833,1.0
