Steps,Policy/Entropy,Environment/Lesson/lessonID,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
11400,-0.57016486,1.0,19.0,1171.8369,-202.00471,-1310.0321228027344,-1310.0321228027344,1.6752666354179382,1.0
11500,-0.39515167,1.0,19.0,1110.3638,-202.87218,-1369.6260986328125,-1369.6260986328125,1.3597373127937318,1.0
11600,-0.52019507,1.0,19.0,1151.1477,-195.25473,-1339.0226440429688,-1339.0226440429688,1.5076001405715942,1.0
11700,-0.40817237,1.0,19.0,1067.3568,-196.42825,-1094.4109436035155,-1094.4109436035155,1.828326940536499,1.0
11800,-0.384636,1.0,19.0,1238.6523,-216.11707,-1335.10341796875,-1335.10341796875,2.04927818775177,1.0
11900,-0.49818513,1.0,19.0,962.79114,-201.67801,-1194.8574584960938,-1194.8574584960938,1.9257314920425415,1.0
12000,-0.5122158,1.0,19.0,1177.6813,-204.32225,-849.99873046875,-849.99873046875,1.3263426184654237,1.0
12100,-0.62876666,1.0,19.0,1229.5823,-209.3024,-1014.2882385253906,-1014.2882385253906,1.6023145198822022,1.0
12200,-0.5261796,1.0,19.0,1150.6165,-200.4886,-1367.0993896484374,-1367.0993896484374,1.34267600774765,1.0
12300,-0.41174403,1.0,19.0,1090.097,-211.9335,-1580.3613403320312,-1580.3613403320312,2.325993001461029,1.0
12400,-0.43381095,1.0,19.0,1163.1873,-215.88713,-1621.1661376953125,-1621.1661376953125,2.364712917804718,1.0
12500,-0.49471173,1.0,19.0,1109.6014,-218.32817,-1639.3648193359375,-1639.3648193359375,1.8227848529815673,1.0
12600,-0.41913208,1.0,19.0,1078.7776,-213.27742,-1366.1423706054688,-1366.1423706054688,1.3385185122489929,1.0
12700,-0.46550384,1.0,19.0,1271.449,-229.19246,-1355.1471435546875,-1355.1471435546875,1.2643137097358703,1.0
12800,-0.45170403,1.0,19.0,1144.8088,-204.89453,-1035.1078491210938,-1035.1078491210938,1.3830493450164796,1.0
12900,-0.44290328,1.0,19.0,1173.1357,-224.94405,-1132.0387329101563,-1132.0387329101563,3.0931716680526735,1.0
13000,-0.56767136,1.0,19.0,1149.471,-221.26062,-1387.0161987304687,-1387.0161987304687,2.00437912940979,1.0
13100,-0.57429254,1.0,19.0,1229.3086,-218.94608,-983.8320190429688,-983.8320190429688,2.008153510093689,1.0
13200,-0.5617945,1.0,19.0,1193.4294,-216.49654,-1034.5580078125,-1034.5580078125,1.5284032106399537,1.0
13300,-0.5212276,1.0,19.0,1291.1003,-243.07083,-1524.4439331054687,-1524.4439331054687,2.028256869316101,1.0
13400,-0.56904656,1.0,19.0,1154.6073,-215.8029,-1309.543798828125,-1309.543798828125,0.9931694626808166,1.0
13500,-0.60715365,1.0,19.0,1193.1199,-238.95207,-1485.4972290039063,-1485.4972290039063,1.3031116127967834,1.0
13600,-0.5957111,1.0,19.0,1182.1785,-220.78047,-1160.0084014892577,-1160.0084014892577,1.7301812291145324,1.0
13700,-0.65909106,1.0,19.0,1111.8153,-219.71884,-1091.4348388671874,-1091.4348388671874,1.9052868127822875,1.0
13800,-0.4462918,1.0,19.0,1239.0043,-253.4316,-1287.3825134277345,-1287.3825134277345,2.1412564158439635,1.0
13900,-0.439603,1.0,19.0,1137.3944,-245.94565,-1113.687063598633,-1113.687063598633,2.174388921260834,1.0
14000,-0.5991991,1.0,19.0,1365.0232,-240.25931,-1344.0400146484376,-1344.0400146484376,1.0981865525245667,1.0
14100,-0.5842061,1.0,19.0,1300.9503,-242.13933,-1523.3582275390625,-1523.3582275390625,1.4324814319610595,1.0
14200,-0.48771992,1.0,19.0,1318.631,-251.5411,-1751.2021484375,-1751.2021484375,1.4982008457183837,1.0
14300,-0.6107456,1.0,19.0,1311.5427,-263.9975,-1478.1933288574219,-1478.1933288574219,0.9291792511940002,1.0
14400,-0.47715476,1.0,19.0,1375.7064,-261.0003,-1491.5445556640625,-1491.5445556640625,1.0260670185089111,1.0
14500,-0.65798455,1.0,19.0,1093.8584,-241.71028,-1363.1830444335938,-1363.1830444335938,1.2989656686782838,1.0
14600,-0.505161,1.0,19.0,1394.1045,-252.55624,-1179.1006713867187,-1179.1006713867187,1.0429567098617554,1.0
14700,-0.6628822,1.0,19.0,1303.8499,-252.5105,-1321.1464599609376,-1321.1464599609376,0.9740099430084228,1.0
14800,-0.5859967,1.0,19.0,1362.7377,-254.9091,-1084.0614074707032,-1084.0614074707032,0.9327014446258545,1.0
14900,-0.68731713,1.0,19.0,1498.3044,-264.1644,-1598.220166015625,-1598.220166015625,1.1982162594795227,1.0
15000,-0.5870362,1.0,19.0,1396.5088,-269.73697,-1308.4313354492188,-1308.4313354492188,1.3209991216659547,1.0
15100,-0.6171273,1.0,19.0,1533.1755,-294.84433,-1269.341864013672,-1269.341864013672,3.4645799160003663,1.0
15200,-0.7724118,1.0,19.0,1332.5284,-262.7102,-1353.3675048828125,-1353.3675048828125,1.602674663066864,1.0
15300,-0.54858243,1.0,19.0,1350.926,-282.4992,-1574.7282592773438,-1574.7282592773438,1.3335740447044373,1.0
15400,-0.5730557,1.0,19.0,1390.0216,-302.66382,-1333.1664611816407,-1333.1664611816407,1.3400192975997924,1.0
15500,-0.6402221,1.0,19.0,1156.073,-238.98123,-918.2976928710938,-918.2976928710938,1.4027861118316651,1.0
